Recency,Monetary,Frequency
30.8494879880527,1.4417982554753725,1
18.668384139413142,1.5781204530799213,1
27.257928100059637,1.4802859926131515,1
25.286900276674984,1.8180705795785201,1
17.45062671658635,1.2613479441727147,1
30.185276730783706,1.303621696771406,1
18.51500542774277,1.7430457247101108,1
31.1749061097983,1.2202728760393948,1
18.920681948377513,1.3182073605101634,1
11.99278274749038,1.7611767871596689,1
25.146240355423718,1.665500148868676,1
18.308080906358462,1.4066123643615174,1
26.077445001027645,1.942446590947204,1
25.251826774077593,1.740661286699741,1
16.361739609174794,1.2171617019963195,1
27.416873525991015,1.2495873492874117,1
22.94552830243538,1.2839620094543296,1
31.628682836540918,1.5636935720691338,1
19.020468506672536,1.5124778883697223,1
23.643939825703644,1.546227652866179,1
18.46353672010251,1.6575808063810384,1
16.59808752956389,1.5566551146959664,1
24.82611867353907,1.6105216703649388,1
29.789141978587814,1.4719521842009569,1
30.574949965057574,1.5597143319965878,1
17.172069434615576,1.4184800979505912,1
22.70680176312344,1.48898652704021,1
26.245383636457372,1.542144230942267,1
24.57353900993146,1.4958280014040912,1
22.545914486286666,1.5513203279480718,1
32.917753457532854,1.3640546328884455,1
33.685757150965635,1.4125960344816628,1
26.675859217870205,1.639456087024462,1
24.058455995080717,1.6728433183611437,1
21.761576390386843,1.9031585699578046,1
23.49095448845595,1.6456796885804867,1
23.833464181181196,1.1932213152348188,1
29.760591556969025,1.6966306470642203,1
32.741153355088436,1.6497031258815897,1
14.578762851928165,1.5220023707333783,1
22.383598910000035,1.611775456703134,1
24.50077810688382,1.2816292253980488,1
14.232454272233289,1.5804246292886683,1
12.49432714118387,1.3742249817135685,1
32.15218917667062,1.356025526077214,1
25.737451249084383,1.6718004831874809,1
29.931378913249404,1.3593483945762934,1
24.718263157120766,1.6078630374756249,1
31.039839996124876,1.2895040923402088,1
13.582984761077089,1.5454263537992496,1
25.599872747906268,1.3055259578817264,1
29.211423450043306,1.4347760437962618,1
15.56396175280348,1.3559191497684626,1
26.936501884954698,1.4214526816086592,1
18.719173054409186,1.803274554841715,1
21.63452471769044,1.50274654194214,1
12.49432714118387,1.2796531955077666,1
20.492640231184314,1.8619480209589467,1
27.91789757676344,1.5195492166842188,1
14.091138009067636,1.2572431560518706,1
18.151015846663054,1.2278214991132328,1
32.22978647276643,1.272513590785248,1
22.342792748925266,1.7648107976735543,1
21.073057964321567,1.5716066644120947,1
19.938447468619053,1.9547542194683698,1
16.121255957031217,1.3510742151182884,1
12.895313697330435,1.3746135938696957,1
28.22538602567669,1.538290607731032,1
33.39112988118618,1.540096748091408,1
28.917089329858953,1.2011557304924392,1
15.372862858015138,1.453076308936609,1
14.232454272233289,1.7167546844050854,1
14.915686334188932,1.6307850306337457,1
30.157199121757913,1.0659571959245224,1
15.689834609587711,1.068587047806106,1
15.627048159276349,1.3372193122822134,1
21.116898679086113,1.5283052320357247,1
28.94669252202999,1.3970430590950533,1
25.94211494247464,1.5850351771960047,1
16.30201411978025,1.7182382031008068,1
31.309235232557885,0.9882340285625112,1
23.98374945741472,1.2108093862721956,1
23.024425515402815,1.5310885224580015,1
27.065646446055315,1.7218151102542851,1
24.02113874791869,1.7424966185358126,1
28.102897869011766,1.7998542853334238,1
20.67335478632044,1.632235181632442,1
28.37756279714049,1.503342395540589,1
28.13358275620087,1.4221028903775281,1
24.9690256775031,1.4853038901478801,1
13.803430805864574,1.635948727957384,1
23.18122587813498,1.7720316492147128,1
21.463683434666645,1.3921237057479814,1
25.286900276674984,1.7849491721851922,1
14.232454272233289,1.5098905118134267,1
30.32517251030753,1.6554287941170611,1
31.1749061097983,1.2392889200059656,1
29.789141978587814,1.506414614871601,1
25.040098930969595,1.2822336379526893,1
25.599872747906268,1.2550337934293045,1
22.545914486286666,1.3563974087919592,1
28.82804991478069,1.3237464562117376,1
24.31769088338749,1.331371593252127,1
29.35719840774992,1.2179686551001234,1
19.020468506672536,1.7331845754158581,1
28.438147023914347,1.6201575188220387,1
17.395342832991624,1.601612330996994,1
33.95297961451708,1.6529792116928723,1
17.172069434615576,1.5944137016980275,1
28.041401453290398,1.7406085153607078,1
27.948837830221784,1.3691038556058743,1
24.897699748773352,1.466222383097992,1
14.44140559325714,1.4872626818581887,1
11.555814234541229,1.5809838853909108,1
12.895313697330435,1.644279636055988,1
33.85611849609528,1.565797625766843,1
24.3911306333759,1.9066004755777513,1
12.49432714118387,1.3299892503752722,1
31.309235232557885,1.243735040575778,1
21.247756483721904,1.6844324496844831,1
33.415808498153986,1.5137461090285624,1
18.566301859044277,1.7319283155302105,1
33.8075553406059,1.4080536729210245,1
22.78672041772536,1.6277370888206901,1
12.329733807374128,1.6142681110446828,1
29.61731798682024,1.7726745285090364,1
28.438147023914347,1.3657854818618242,1
22.70680176312344,1.4470014883676752,1
13.129166585871502,1.7268664256332968,1
29.530932479984905,1.6948108911362627,1
27.416873525991015,1.6438102474331602,1
27.35343431988537,1.2495873492874117,1
21.20424717485723,1.7770188356372505,1
28.558830930397626,1.299622330457893,1
28.528720154722226,0.0,1
25.42659206741452,1.6069217296848473,1
21.42071155526224,1.8080651268563073,1
22.826550309586594,1.5392669993506969,1
28.70878930614804,1.503342395540589,1
30.297258640707252,1.6082977906372489,1
21.029105238539795,1.4999398218178956,1
28.13358275620087,1.2463254199436864,1
31.549205036531045,1.4733867643906575,1
32.741153355088436,1.4855498793111082,1
20.67335478632044,1.5813981496257807,1
21.88772298796323,1.508618930122026,1
26.77397254542372,1.8767844046608684,1
32.741153355088436,1.5880000863209243,1
24.243974707746663,1.3691038556058743,1
29.50206637478901,1.6471855320743591,1
23.375401081644423,1.5434961241668905,1
22.219819823504476,1.5560478251397074,1
31.76058611940427,1.126440948716699,1
34.550551112121106,1.4928071148224673,1
22.13737006873876,1.4490038225114106,1
29.760591556969025,1.689211867323526,1
26.478265702694603,1.5824926897393061,1
28.13358275620087,1.7980672633260195,1
26.511325949037136,1.6500085041108246,1
12.575699828768999,1.6274231124128182,1
12.329733807374128,1.5240471028541795,1
27.321645419485513,1.4733867643906575,1
19.11962468554794,1.5707790217168989,1
23.833464181181196,1.299622330457893,1
19.844242947379925,1.6095279621870777,1
24.02113874791869,1.3788871390101485,1
14.714619463985175,1.6243854015043409,1
13.508573223809634,1.6847793301307292,1
28.768497410883427,1.5683921679686326,1
23.56760085832182,1.5751917714180983,1
17.939012015073352,1.3192888196528292,1
22.866294587608195,1.5639932066723232,1
25.11092194153645,1.6669451345044453,1
26.077445001027645,1.4689898187265655,1
18.255906937718432,1.651662193028293,1
26.00988989106679,1.5537281054164398,1
25.18149710353358,1.7506591225332468,1
30.12908844872138,1.5336405588695823,1
29.931378913249404,1.4125559397779386,1
17.395342832991624,1.6288073292609648,1
20.492640231184314,1.321120958257304,1
25.286900276674984,1.2345658940525799,1
22.90595375306056,1.8792237465994617,1
15.814523030721954,1.4787622246641687,1
31.1749061097983,1.312584520480807,1
19.654182354054,1.5506371221121138,1
31.602218384741295,1.471687486670973,1
29.005784794729216,1.419914148646078,1
29.32811647141087,1.3294458363424615,1
20.492640231184314,1.6244838760948306,1
26.378773828977202,1.420492525154651,1
26.345505415254063,1.1936693019124256,1
31.1749061097983,1.252543264914738,1
28.67887655503372,1.259765326038192,1
32.12627053396915,1.3676022242032353,1
28.438147023914347,1.2684529660545276,1
33.928797346621366,1.4739109935463879,1
21.63452471769044,1.4066950099869115,1
33.01812934731063,1.2575811109752286,1
19.749490839584887,1.622863894137356,1
29.902999840097326,1.6840253664400935,1
24.57353900993146,1.4293725638268842,1
17.395342832991624,1.6920365765013945,1
12.9738047508514,1.5792361374983765,1
20.492640231184314,1.5093397899079142,1
15.243889046597877,1.6765290472613006,1
25.530736425678196,1.1662824249890218,1
25.66877698310877,1.6631139915981414,1
24.9690256775031,1.5563793364584033,1
12.9738047508514,1.3614822379669191,1
20.07874620522604,1.5706096248350168,1
31.282427840662876,1.5926952811261434,1
13.656926219984529,1.4793562892655925,1
25.461365866565874,1.4543393042543462,1
14.232454272233289,1.1899473768174897,1
21.247756483721904,1.4241539406895614,1
29.588558166897165,1.6536491243831086,1
22.30189456154941,1.3931881514875515,1
30.491978161323388,1.5724303433728477,1
22.545914486286666,1.483158149596374,1
17.560568590073153,1.4243050116826848,1
25.461365866565874,1.4289675858306226,1
18.203552490221263,1.7111644216791022,1
26.478265702694603,1.29906478209089,1
19.168969760076084,1.4526208647589842,1
31.309235232557885,1.6355466500835438,1
28.37756279714049,1.3871709007343551,1
21.3776336428769,1.5718255763347486,1
14.714619463985175,1.6033403489287272,1
26.511325949037136,1.7414739493153193,1
21.116898679086113,1.7466592968163508,1
19.749490839584887,1.3750983094045013,1
13.730405631777975,1.6337074866808698,1
23.643939825703644,1.4414531891972766,1
27.606095456613502,0.0,1
21.845773599774052,1.4055348012687494,1
19.168969760076084,1.3449372760766887,1
19.796935885887823,1.426108742072783,1
18.617427581496074,1.628243016122495,1
25.530736425678196,1.5563793364584033,1
16.18177547941122,1.6360060867905122,1
21.549311928932738,1.2922587465262305,1
15.938056999763315,1.4528161891244136,1
25.11092194153645,1.5894936935506467,1
17.992295161090748,1.6471748256664147,1
29.386244065843393,1.6612908186046078,1
13.582984761077089,1.5383313985937952,1
27.416873525991015,1.5578998587902897,1
33.58791342659486,1.3145403523853842,1
20.5832398722563,1.3641568561066026,1
26.31218439755466,1.1632459425562813,1
14.982004649804942,1.6924233084558151,1
29.817657904299114,1.5328009609093065,1
33.8075553406059,1.6626091019393945,1
30.985604702314696,1.3812018296404653,1
22.545914486286666,1.5010476227534622,1
31.549205036531045,1.2839620094543296,1
30.519667122923412,1.5486290718539653,1
21.116898679086113,1.5543807430725198,1
23.71997473812725,1.6747825265148746,1
27.731344559230465,1.5940300561560214,1
23.56760085832182,1.5136758856722137,1
17.002305036737233,1.9825688678560118,1
11.99278274749038,1.6779301156786226,1
29.03527414177258,1.7251861622892852,1
28.316815470446596,1.3695521856123167,1
31.549205036531045,1.4968582394676966,1
33.04316277829424,1.5442865330995017,1
19.891413115744186,1.5701004317349088,1
15.047979307852378,1.5120531605661984,1
26.77397254542372,1.5110344728586822,1
25.634353743279704,2.030383521043026,1
21.160628159849406,1.4639357014052905,1
18.769795825857315,1.586261385383024,1
29.386244065843393,1.4809032148634012,1
19.267200470112954,1.6338353937726262,1
13.206057393526194,1.5834230585750424,1
19.020468506672536,1.5590270617113298,1
31.36276297282574,1.2273388755078594,1
30.712607024745463,1.6524930676125078,1
18.87054882707948,1.6799214530441602,1
19.938447468619053,1.8818850839647805,1
31.917958851103023,1.7400385702451249,1
13.282434312835251,1.6605340022429744,1
18.51500542774277,1.5532229693965738,1
14.091138009067636,1.4648842431087303,1
20.401548667281155,1.6456256481154257,1
13.05175232481127,1.5997664136792946,1
32.12627053396915,1.283662410311373,1
26.577292197739713,1.4805668030203996,1
29.817657904299114,1.6012447678986228,1
27.001170887023072,1.815851550993344,1
20.492640231184314,1.5253462051668518,1
20.032112969723766,1.3935858548215585,1
20.44715639614018,1.5696919903641164,1
23.90875321689628,1.5126427908926414,1
16.121255957031217,1.498290891190225,1
14.372149872598557,1.4483387161016303,1
25.07554156608817,1.5134181659139734,1
21.160628159849406,1.4491365651265389,1
22.94552830243538,1.4262582978658107,1
32.33288212918008,1.530492711009363,1
16.945264231412562,1.5823503214835488,1
23.87114549381597,1.2839620094543296,1
34.3607684725457,1.7788925049107862,1
23.643939825703644,1.4551766452223935,1
29.24065174789302,1.2726713072999498,1
27.85588752025585,1.6626091019393947,1
25.286900276674984,1.479299793555269,1
30.241333180694596,1.5478193638503837,1
20.032112969723766,1.7036504688980563,1
25.07554156608817,1.503342395540589,1
13.508573223809634,1.7300019956730819,1
14.091138009067636,1.4305824280159145,1
13.582984761077089,1.3341091306326314,1
27.948837830221784,1.2665968225398303,1
22.70680176312344,1.269175033484231,1
25.42659206741452,1.3146052368020245,1
12.656473097510837,1.4227128706423262,1
14.915686334188932,1.4099726639465884,1
14.162001938467066,1.6232362913942935,1
18.151015846663054,1.3703963347768462,1
25.94211494247464,1.5437533966819692,1
31.01273735712571,1.654510739379381,1
18.04538896764288,1.5281109233619432,1
20.355816117547267,1.4473031845897197,1
33.56339574595077,1.3509107328832293,1
12.162589376770354,1.3943349085612127,1
32.25559960594051,1.3175686102971056,1
33.068172120193545,1.4449778800052198,1
21.116898679086113,1.556084690901315,1
25.286900276674984,1.5300659064668967,1
19.168969760076084,1.5861995110470222,1
27.82481738664925,1.9663110561842032,1
20.44715639614018,1.440969048482813,1
28.164225640316868,1.4815463018372255,1
23.220221628293988,1.5717750829270234,1
28.67887655503372,1.613625449678865,1
23.024425515402815,1.6644461843354863,1
24.354445134501557,1.219173761142245,1
19.796935885887823,1.5721786156086954,1
20.30995780848788,1.5035900930985857,1
22.464937403405024,1.6201575188220387,1
20.76299199875887,1.5429605845400136,1
32.2813865447574,1.5856881863573289,1
27.225999307826108,1.4662526847065815,1
29.18215824616351,1.0759550318766464,1
31.917958851103023,1.2514176940311026,1
12.9738047508514,1.5586460850632566,1
18.411894144974767,1.8628437827297342,1
26.14478221106687,1.4490038225114106,1
20.67335478632044,1.5788812019902563,1
29.988035370073415,1.3786018676244995,1
25.66877698310877,1.5055841020293312,1
22.545914486286666,1.4600303157192203,1
28.558830930397626,1.552245978906169,1
19.46185991126023,1.3656840739142437,1
23.375401081644423,1.5753567118828247,1
30.54732435776971,1.8002440394834158,1
25.18149710353358,1.3003172314547704,1
25.216692479349096,1.2968904834218655,1
15.56396175280348,1.5032680204595945,1
26.61019863587252,1.7224781492287329,1
28.88744792151616,1.4606244361658385,1
30.491978161323388,1.2406593646106419,1
23.71997473812725,1.569453284877013,1
28.917089329858953,1.3562381131431647,1
18.617427581496074,1.619118368503902,1
34.217549868883616,1.5042571963143347,1
25.42659206741452,1.650994389814367,1
20.5832398722563,1.257665519164784,1
31.57572581202052,1.4041585798554106,1
29.06472580568675,1.4942716915984595,1
33.636880573458576,1.3661906085387852,1
11.82019468487168,1.461620843362206,1
30.54732435776971,1.420492525154651,1
29.84613944781904,1.4784502874443297,1
13.206057393526194,1.602934532135065,1
26.111140723459986,1.7726839614167977,1
15.938056999763315,1.6431530047288612,1
25.530736425678196,1.6425371636090902,1
25.56533373127734,1.4552087767734816,1
25.530736425678196,1.4101757124244494,1
15.938056999763315,1.6856305736984116,1
28.01058960626037,1.5610807660233137,1
26.936501884954698,1.7929612230324692,1
28.072170820961347,1.4473701633336966,1
29.18215824616351,1.2336280791370533,1
32.074353487762245,1.557278599566451,1
29.26984326668316,1.3555996891067923,1
22.464937403405024,1.4081357151469032,1
32.30714736176419,1.3851548655331252,1
27.065646446055315,1.5595337348292002,1
26.00988989106679,1.7776582469980473,1
28.588901814528203,1.604843074428995,1
30.574949965057574,1.539571018426917,1
29.988035370073415,1.4942456407644369,1
26.83913218099516,1.425621886820101,1
28.49856934248321,1.4180127246283407,1
15.1789168436312,1.3907403192634078,1
21.029105238539795,1.9639978512284326,1
30.60254404347642,1.536795265585829,1
28.49856934248321,1.5576808440437677,1
17.61523085066962,1.7773845596286861,1
27.88691419502916,1.2610988098560911,1
14.232454272233289,1.7905818528373059,1
18.769795825857315,1.5576808440437677,1
25.040098930969595,1.5479738824775422,1
20.89656709042654,1.3000395415652601,1
21.92957375147518,1.3233733853579437,1
26.445153748639278,1.383768559989455,1
30.43650465853015,1.2346594613249324,1
18.82025393133862,1.5534102272633625,1
20.628357477149482,1.9202135487250913,1
23.220221628293988,1.4159743986575162,1
27.88691419502916,1.3930996648635483,1
25.94211494247464,1.4036137828222295,1
25.461365866565874,1.708700429032237,1
27.448524197680705,1.5085466860877408,1
18.97065471001678,1.483545121434566,1
14.646875939108122,1.3070775511062913,1
23.56760085832182,1.3812018296404653,1
20.44715639614018,1.4867749305737146,1
25.251826774077593,1.6330080430771772,1
22.626534515602795,1.4986727375593771,1
24.464296773431798,1.5169011703533115,1
30.297258640707252,1.6090829042300592,1
27.731344559230465,1.5394494735874287,1
26.345505415254063,1.1692805796455106,1
29.32811647141087,1.4881266209933228,1
23.56760085832182,1.441556774452433,1
20.98503971581501,1.3778391611572542,1
19.606316658909318,1.8422580872484196,1
20.07874620522604,1.447905146673219,1
33.21772582510446,1.594531571249586,1
18.46353672010251,1.2956887079816217,1
21.63452471769044,1.6482206934229984,1
20.21786010046101,1.2618453707993533,1
17.172069434615576,1.3982540798252845,1
25.94211494247464,1.399714720259139,1
32.1003253291856,1.45498374124627,1
12.9738047508514,1.0850496730922083,1
14.302501481455753,1.1481350671390538,1
31.734261057970354,1.6535050713511843,1
22.505470846827365,1.685083275303173,1
29.50206637478901,1.5196171855374028,1
17.505701251169086,1.6992014609862904,1
26.077445001027645,1.4828535312607292,1
11.82019468487168,1.564871489781426,1
24.60981925482943,1.2968199766021822,1
33.90459310739954,1.6030465798067453,1
17.992295161090748,1.7049916698193657,1
26.14478221106687,1.685840564059956,1
18.203552490221263,1.4470350337814675,1
20.89656709042654,1.5371035611042156,1
12.895313697330435,1.481183092253055,1
12.575699828768999,1.4310205054496483,1
28.857768161813784,1.7622800356652997,1
17.505701251169086,1.2011557304924392,1
11.375689568007402,1.4417292919991616,1
27.48012915714869,1.5873866508885008,1
29.15285600856518,1.3389594009571468,1
20.5832398722563,1.4755613868069701,1
18.411894144974767,1.694993039315423,1
21.63452471769044,1.429776694684774,1
24.86194126046409,1.7703112605953535,1
12.895313697330435,1.1797222634195323,1
30.8494879880527,1.7911057363677396,1
17.61523085066962,1.7544254888900472,1
26.411989865157356,1.5658847414870691,1
28.164225640316868,1.3184623205053285,1
12.736658867681761,1.8499287237485962,1
26.54433470783784,1.4408997854325096,1
19.985347069848075,1.4246444918545031,1
30.213321381910486,1.6627549073976935,1
33.34170290521313,1.4149868072819298,1
24.13287586921957,1.6048846248185435,1
21.20424717485723,1.608758477807316,1
13.582984761077089,1.497268715516842,1
23.375401081644423,1.269175033484231,1
31.201830541260886,1.436591262012682,1
18.360076087052573,1.4757918545507602,1
24.058455995080717,1.3481114856713152,1
12.656473097510837,1.190061040179018,1
22.586268863685476,1.6580317805611433,1
12.895313697330435,1.2969609670937212,1
30.241333180694596,1.9444790440618713,1
30.630106691213445,1.7672935988610283,1
23.643939825703644,1.5049709982806372,1
12.246487241671858,1.8215218298344351,1
21.845773599774052,1.6831055411406355,1
16.48041839496349,1.6375358296540035,1
25.040098930969595,1.5639932066723232,1
24.86194126046409,1.420492525154651,1
23.60580855669897,2.0086173762189405,1
31.01273735712571,1.6693121712031938,1
19.070124713305777,1.8124449143992707,1
25.07554156608817,1.5995949939551874,1
24.3911306333759,1.392612283633577,1
12.329733807374128,1.5736501812591268,1
21.3776336428769,1.6387809347086877,1
23.795708883952702,1.5618491401783299,1
20.263972790066443,1.483517507429322,1
20.94086060116917,1.3551195625798946,1
32.76645602107721,1.7269756407436148,1
28.588901814528203,1.5007964401676175,1
21.42071155526224,1.6356041505201087,1
11.82019468487168,1.4749839657735997,1
23.757879203613665,1.4885302019947837,1
19.020468506672536,1.4398926451372585,1
27.065646446055315,1.4568402889585474,1
23.68199508189313,1.4401014540144255,1
21.247756483721904,1.629034905872386,1
18.97065471001678,1.205661569097471,1
22.545914486286666,1.627640544640343,1
22.219819823504476,1.298505779508223,1
23.833464181181196,1.508618930122026,1
34.62137793613375,1.3737868972673444,1
24.57353900993146,1.482798092175066,1
21.160628159849406,1.3569804350906314,1
18.308080906358462,1.2262734726956617,1
19.020468506672536,1.8006404883057663,1
29.18215824616351,1.9021744147112245,1
21.549311928932738,1.443923875773345,1
21.029105238539795,1.5580457155758463,1
31.734261057970354,1.3646162263463382,1
33.440463947349414,1.5164867487904927,1
21.761576390386843,1.840988502978301,1
30.10094460500289,0.0,1
25.18149710353358,1.8695320627575045,1
28.67887655503372,1.4733867643906575,1
23.024425515402815,1.5939857332022156,1
25.805897632231773,1.4311298695804617,1
29.211423450043306,1.9285399685920983,1
13.582984761077089,1.3655826153626767,1
30.04455697601329,1.3289010074169643,1
16.121255957031217,1.4334483142107244,1
25.94211494247464,1.429335782700286,1
16.887992928869554,1.725134164473026,1
19.510156611205282,1.592933346575042,1
31.44283825623003,1.5147729222657764,1
26.14478221106687,1.4606244361658385,1
23.25913656961996,1.5586097579863845,1
25.00459373572034,1.424380503084659,1
17.560568590073153,1.6791437113915433,1
30.79482796939932,1.4043259073270222,1
31.917958851103023,1.467611211944914,1
23.452514964946317,1.6805825579794649,1
29.24065174789302,1.4942456407644369,1
30.60254404347642,1.4164859794733484,1
27.289810074874786,1.3599230813773067,1
13.656926219984529,1.6292621670501057,1
24.933394451077476,1.5126427908926414,1
16.656550743908035,1.2577498951827115,1
29.732006525110627,1.5931859241391735,1
27.0978121770895,1.6922300627182456,1
17.723948431558632,1.7395432455642137,1
18.151015846663054,1.5256311829366092,1
15.627048159276349,1.4239271134100953,1
19.606316658909318,1.444434604692695,1
23.87114549381597,1.2150297916703798,1
18.46353672010251,1.6933139578603562,1
21.116898679086113,1.6369324982649271,1
19.70190670248828,1.534142417724747,1
22.90595375306056,1.421490989443878,1
15.500571439466624,1.9615542170135847,1
32.25559960594051,1.4041585798554106,1
33.56339574595077,1.4271904136794633,1
23.68199508189313,1.6254164571350826,1
31.201830541260886,1.6089613182841391,1
19.558308466579074,1.4405183900279952,1
24.537192072703366,1.7961814028999255,1
16.71477015645784,1.6175857915525202,1
27.88691419502916,1.4451812100849313,1
14.84901942213125,1.785035793420534,1
24.933394451077476,1.5829663934897482,1
24.095701577169727,1.6423056186637288,1
13.656926219984529,1.5504659030062973,1
17.284138220474865,1.6751243950140813,1
27.225999307826108,1.4274877452557375,1
18.719173054409186,1.5291233187308122,1
26.806577149727794,1.7146378557650743,1
28.79829304365614,1.400355709120298,1
23.71997473812725,1.6354661153951804,1
12.412342714062635,1.3991145846498885,1
14.302501481455753,1.56430990244256,1
32.2813865447574,1.3956936022137865,1
16.53937770163989,1.5528290730630436,1
23.643939825703644,1.5189818067528569,1
26.211903432108688,1.4351690137965978,1
21.073057964321567,1.476968540782849,1
25.496080561369478,1.1245054142626911,1
18.411894144974767,1.2856767157734044,1
26.245383636457372,1.509027769587519,1
26.936501884954698,1.399971365101757,1
15.113615133868116,1.8616264759884034,1
24.095701577169727,1.4996112252039016,1
13.582984761077089,1.2634131957937695,1
24.50077810688382,1.6636849165118954,1
19.413417169252515,1.5552903530669846,1
30.32517251030753,1.4901357356769398,1
22.13737006873876,1.6996706082068274,1
24.058455995080717,1.5006455643252261,1
18.668384139413142,1.5750266721480013,1
31.49607854790316,1.8189593202001508,1
23.375401081644423,1.5283483829910893,1
30.54732435776971,1.480622914086511,1
28.558830930397626,1.2974537058247944,1
16.887992928869554,1.804718687604274,1
13.129166585871502,1.4401014540144255,1
27.793703627374978,1.6560581887253447,1
22.74680440591134,0.0,1
18.360076087052573,1.644039653742044,1
30.10094460500289,1.6816035254978567,1
22.826550309586594,1.557150417460835,1
27.82481738664925,1.2913926507059028,1
33.51429188073818,1.4173878123877062,1
26.111140723459986,1.3231866013902998,1
